Subject,Course No,Name,Gen Ed,Major ,Major,Major,Pre req,Pre req,Pre req,Pre req
Psychology & Brain Sciences,460,Lab In Social Psych,,,,,,,,
Psychology & Brain Sciences,480,Intellectual Disability: Concepts and Controversies,,,,,,,,
Psychology & Brain Sciences,486,Psych Of Excep Child,,,,,,,,
Psychology & Brain Sciences,490P,International Perspectives on Disability,,,,,,,,
Psychology & Brain Sciences,491AD,Seminar Advancing Diversity in Research and Practice,,,,,,,,
Psychology & Brain Sciences,491AE,Seminar Advancing Diversity in Research and Practice II,,,,,,,,
Psychology & Brain Sciences,491F,SeminarChallenges in Child and Adolescent Development,,,,,,,,
Psychology & Brain Sciences,492P,SCivil Resistance and Social Change,,,,,,,,
Psychology & Brain Sciences,494RI,Interdisciplinary Directions in Psychology,,,,,,,,
Psychology & Brain Sciences,530,Human Neuropsycholgy,,,,,,,,
Psychology & Brain Sciences,535,Drugs & Behavior,,,,,,,,
Psychology & Brain Sciences,572,Neurobiology,,,,,,,,
Psychology & Brain Sciences,581,App Behavior Analy,,,,,,,,
Psychology & Brain Sciences,586,Psych Of Persuasion,,,,,,,,
Psychology & Brain Sciences,591,Seminar,,,,,,,,
Psychology & Brain Sciences,591AE,Seminar Advancing Diversity in Research and Practice II,,,,,,,,
Psychology & Brain Sciences,591CP,Seminar Critical Periods and Developmental Plasticity,,,,,,,,
Psychology & Brain Sciences,591E,SSocial Attachment: Neurobiology to Interpersonal Stress,,,,,,,,
Psychology & Brain Sciences,591GG,Seminarggplot2,,,,,,,,
Psychology & Brain Sciences,591H,Laboratory in Clinical Psychology,,,,,,,,
Psychology & Brain Sciences,591K,SAdvanced Topics in Behavioral Neuroendocrinologly,,,,,,,,
Psychology & Brain Sciences,591NP,Seminar Neurobiology of Parenting,,,,,,,,
Psychology & Brain Sciences,591O,SAging and Cognition,,,,,,,,
Psychology & Brain Sciences,591RP,SR in Psychology: A Language and Environment for Statistical Computing and Graphics,,,,,,,,
Psychology & Brain Sciences,592,Seminar,,,,,,,,
Psychology & Brain Sciences,593,Seminar,,,,,,,,
Psychology & Brain Sciences,594,Seminar,,,,,,,,
Psychology & Brain Sciences,595,Seminar,,,,,,,,
Psychology & Brain Sciences,605,Adv Educ Psychology,,,,,,,,
Psychology & Brain Sciences,607,Indstrl/Orgnztnl Psy,,,,,,,,
Psychology & Brain Sciences,617,Cognitive Psychology,,,,,,,,
Psychology & Brain Sciences,618,Behavioral & Cognitive Neuroscience,,,,,,,,
Psychology & Brain Sciences,620,LearningAniml Behav,,,,,,,,
Psychology & Brain Sciences,630,Research Topics in Behavioral Neuroscience,,,,,,,,
Psychology & Brain Sciences,640,Stat Infer In Psy I,,,,,,,,
Psychology & Brain Sciences,641,Stat Infer In Psy II,,,,,,,,
Psychology & Brain Sciences,642,CorrelatnRegression,,,,,,,,
Psychology & Brain Sciences,643,Research Methods in Social Psychology,,,,,,,,
Psychology & Brain Sciences,644,Orientatn Clincl Psy,,,,,,,,
Psychology & Brain Sciences,645,Nature and Methods of Inquiry/Psychometrics,,,,,,,,
Psychology & Brain Sciences,650,Mind and Brain Development,,,,,,,,
Psychology & Brain Sciences,660,Adv Social Psych,,,,,,,,
Psychology & Brain Sciences,661,Attitudes & Opinions,,,,,,,,
Psychology & Brain Sciences,662,Improving Group Relations,,,,,,,,
Psychology & Brain Sciences,664,IntrprsnlGrp Dynmcs,,,,,,,,
Psychology & Brain Sciences,670,Personality,,,,,,,,
Psychology & Brain Sciences,680,Psychopathology,,,,,,,,
Psychology & Brain Sciences,682,Theory and Practice of Psychotherapy with Adults,,,,,,,,
Psychology & Brain Sciences,684,Beh Prspc Clin Psych,,,,,,,,
Psychology & Brain Sciences,685,Psychodynam Prspctvs,,,,,,,,
Psychology & Brain Sciences,686,Social Ecology Persp,,,,,,,,
Psychology & Brain Sciences,687,Ethics and Professional Development in Psychology,,,,,,,,
Psychology & Brain Sciences,688,"Theory and Practice of Psychotherapy with Children, Adolescents, and Families",,,,,,,,
Psychology & Brain Sciences,690P,"Intractable Conflict, Mass Killing & Genocide: Origins, Prevention, Reconciliation & Peacebuilding",,,,,,,,
Psychology & Brain Sciences,691,Seminar,,,,,,,,
Psychology & Brain Sciences,692,Seminar,,,,,,,,
Psychology & Brain Sciences,693,Seminar,,,,,,,,
Psychology & Brain Sciences,694,Seminar,,,,,,,,
Psychology & Brain Sciences,704,HistSystms Of Psych,,,,,,,,
Psychology & Brain Sciences,705,Soc Psyc In Schools,,,,,,,,
Psychology & Brain Sciences,706,Cog Approach Instruc,,,,,,,,
Psychology & Brain Sciences,707,Env Behav & Des Eval,,,,,,,,
Psychology & Brain Sciences,714,Perception,,,,,,,,
Psychology & Brain Sciences,721,Conditioning,,,,,,,,
Psychology & Brain Sciences,723,Learning,,,,,,,,
Psychology & Brain Sciences,731,Neuroanatomical Basis of Behavior,,,,,,,,
Psychology & Brain Sciences,732,Neurochemistry,,,,,,,,
Psychology & Brain Sciences,733,Psychopharmacology,,,,,,,,
Psychology & Brain Sciences,740,TpcQuantitative Psy,,,,,,,,
Psychology & Brain Sciences,751,Cognitive Development: Foundations of Mind,,,,,,,,
Psychology & Brain Sciences,752,Chld Percptual Dev,,,,,,,,
Psychology & Brain Sciences,753,Chld PersntlySoc Dv,,,,,,,,
Psychology & Brain Sciences,762,Social Cognition,,,,,,,,
Psychology & Brain Sciences,763,Social Learning,,,,,,,,
Psychology & Brain Sciences,765,Affect & Cognition,,,,,,,,
Psychology & Brain Sciences,789,Clinical Practicum,,,,,,,,
Psychology & Brain Sciences,791A,SHuman Development,,,,,,,,
Psychology & Brain Sciences,791R,SSCivil Resistance and the Everyday,,,,,,,,
Psychology & Brain Sciences,792,Seminar,,,,,,,,
Psychology & Brain Sciences,793,Seminar,,,,,,,,
Psychology & Brain Sciences,794,Seminar,,,,,,,,
Psychology & Brain Sciences,795,Seminar,,,,,,,,
Psychology & Brain Sciences,798,Psy Tchng Prctcm,,,,,,,,
Psychology & Brain Sciences,798A,Psych Tchg Prctcm,,,,,,,,
Psychology & Brain Sciences,798B,Psych Tchg Prctcm,,,,,,,,
Psychology & Brain Sciences,891A,"Seminar Prejudice, Stereotyping, and Social Identity",,,,,,,,
Psychology & Brain Sciences,891C,SModeling Behavior,,,,,,,,
Psychology & Brain Sciences,891CA,Seminar Child and Adolescent Development in International Perspective,,,,,,,,
Psychology & Brain Sciences,891CP,Seminar Critical Periods and Developmental Plasticity,,,,,,,,
Psychology & Brain Sciences,891EE,Seminar EEG and ERP Methods,,,,,,,,
Psychology & Brain Sciences,891FM,Seminar Functional Magnetic Resonance Imaging Methods,,,,,,,,
Psychology & Brain Sciences,891J,SHierarchical Linear Modeling,,,,,,,,
Psychology & Brain Sciences,891KK,SDiagnostic Assessment,,,,,,,,
Psychology & Brain Sciences,891LE,Seminar Learning and Early Experience,,,,,,,,
Psychology & Brain Sciences,891MP,SMulticultural Psychology,,,,,,,,
Psychology & Brain Sciences,891NC,SNeurobiology of Communication,,,,,,,,
Psychology & Brain Sciences,891NE,SAdvanced Topics: Comparative Behavioral Neuroendocrinology,,,,,,,,
Psychology & Brain Sciences,891NP,Seminar Neuropsychopharmacology,,,,,,,,
Psychology & Brain Sciences,891PJ,SThe Psychology of International Justice,,,,,,,,
Psychology & Brain Sciences,891PR,SSpeech Perception,,,,,,,,
Psychology & Brain Sciences,891SD,Seminar Signal Detection Theory,,,,,,,,
Psychology & Brain Sciences,891SN,Seminar Social Neuroscience,,,,,,,,
Psychology & Brain Sciences,891TD,Seminar Translational Developmental Neuroscience,,,,,,,,
Psychology & Brain Sciences,891TE,STED Talks in Psychology,,,,,,,,
Psychology & Brain Sciences,891VC,SVisual Attention and Consciousness,,,,,,,,
Psychology & Brain Sciences,891VM,Seminar Cognitive Neuroscience of HighLevel Vision and Memory,,,,,,,,
Psychology & Brain Sciences,891WM,"Seminar Visual Attention, Working Memory and Awareness",,,,,,,,
Psychology & Brain Sciences,891XX,SClose Relationships,,,,,,,,
Psychology & Brain Sciences,898,Clinical Internship,,,,,,,,
,,,,,,,,,,
Public Health,H01,Hnrs Col Pub Hl 160,,,,,,,,
Public Health,1BS1,Transfer Credit,,,,,,,,
Public Health,129,Health Care For All,SB U,,,,,,,
Public Health,160,"My Body, My Health",SI,,,,,,,
Public Health,191PUBH1,FYS Getting on Track at SPHHS: FirstYear Exploration Seminar,,,,,,,,
Public Health,191PUBH10,"FYS  Exploring Public Health: Policy, Politics, and Innovation",,,,,,,,
Public Health,191PUBH11,FYS  Science and Pop Culture: How Real Is It?,,,,,,,,
Public Health,191PUBH12,FYS  Epigenetics: How Can You Make Your Genes Work for You?,,,,,,,,
Public Health,191PUBH13,FYS Religion and Health: How to Communicate in an Increasingly Polarized World,,,,,,,,
Public Health,191PUBH14,FYS  Debates in Health Advocacy,,,,,,,,
Public Health,191PUBH2,FYS Advocacy and Community Collaboration  Rare Disease Patients and Their Families,,,,,,,,
Public Health,191PUBH3,FYS Acquired Immunity: Public Health's Evolution to Meet the American Public's Health Needs,,,,,,,,
Public Health,191PUBH4,FYS Controlling the Chaos: Public Health Disasters and Epidemics,,,,,,,,
Public Health,191PUBH5,FYS  Wired for Health: Implementing Behavior Change Using Technology,,,,,,,,
Public Health,191PUBH6,First Year Seminar  Epigenetics: How to make your genes work for you,,,,,,,,
Public Health,191PUBH7,FYS  All Around You: How Environment Influences Health,,,,,,,,
Public Health,191PUBH8,FYS  Perspectives on Public Health,,,,,,,,
Public Health,191PUBH9,FYS  Working for a Cause: Healthcare Nonprofits,,,,,,,,
Public Health,197SCR1,SCResearch Intensives,,,,,,,,
Public Health,200,Introduction to Public Health,,,,,,,,
Public Health,201,Physical Activity and Health,,,,,,,,
Public Health,203,Introduction to Environmental Health Sciences,,,,,,,,
Public Health,213,Peer Health Education I,,,,,,,,
Public Health,214,Peer Health Education II,,,,,,,,
Public Health,215,PheAdv Serv Trng,,,,,,,,
Public Health,229,Bioterrorism and the Challenges to Public Health,,,,,,,,
Public Health,233,"Sex, Drugs And Aids",,,,,,,,
Public Health,284,Social Facts and Cinematic Acts,,,,,,,,
Public Health,284H,"Social Facts and Cinematic Acts, Honors",,,,,,,,
Public Health,290C,Public Health Foundations: Department Seminar,,,,,,,,
Public Health,290E,A Citizen's Guide to Public Health,,,,,,,,
Public Health,290KH,Environmental Epigenetics: Control Your Destiny,,,,,,,,
Public Health,290X,Applied Positive Psychology in Health Sciences,,,,,,,,
Public Health,301,Princ of Comm Health Education,,,,,,,,
Public Health,302,Comm Devlpm & Health Education,,,,,,,,
Public Health,307,CommunityBased Inquiry,,,,,,,,
Public Health,320,Principles of Public Health Practice,,,,,,,,
Public Health,323,Public Health Communications,,,,,,,,
Public Health,324,Epidemiology in Public Health,,,,,,,,
Public Health,328,Fundamentals of Women's Health,,,,,,,,
Public Health,332,Holistic Health and Healing,,,,,,,,
Public Health,360,Air Pollution and Health,,,,,,,,
Public Health,370,Public Health Through the Ages: A History of Public Health Practice in the United States,,,,,,,,
Public Health,380,Introduction to Health Services Management,,,,,,,,
Public Health,389,Health Inequities,SB,,,,,,,
Public Health,389H,Health Inequities with Honors,,,,,,,,
Public Health,390AS,Food Toxicology,,,,,,,,
Public Health,390AT,Introduction to Toxicology,,,,,,,,
Public Health,390B,Introduction to Biostatistics in Public Health,,,,,,,,
Public Health,390D,Principles of Injury Prevention and Control,,,,,,,,
Public Health,390F,HlthCare in PostSoviet Russia,,,,,,,,
Public Health,390J,Public Health Through the Ages: A History of Public Health Practice in the United States,,,,,,,,
Public Health,390K,Maternal and Child Health in the Developing World,,,,,,,,
Public Health,390LV,Cancer and the Environment,,,,,,,,
Public Health,390M,Peer Advising & Leadership Seminar,,,,,,,,
Public Health,390P,Case Studies in U.S. Health Policy,,,,,,,,
Public Health,390X,Sustainable Development,,,,,,,,
Public Health,397A,STIntroduction to Global Health from an Interdisciplinary Perspective,,,,,,,,
Public Health,397BH,Air Pollution and Health,PS,,,,,,,
Public Health,397C,STHealth Careers,,,,,,,,
Public Health,397E,STPublic Health Career Preparation,,,,,,,,
Public Health,397H,Special Topics Public Health Career Preparation with Honors,,,,,,,,
Public Health,397P,"STCritical Thinking in Public Health: Assessing Risk, Benefit, and Doing the Right Thing",,,,,,,,
Public Health,397S,STBecoming a Successful Health Practitioner,,,,,,,,
Public Health,420,The DNA Experience,,,,,,,,
Public Health,427,Seminars in Environmental Health,,,,,,,,
Public Health,433,Ecotoxicology and Public Health,,,,,,,,
Public Health,450,Comparative Health Care Systems,,,,,,,,
Public Health,490A,Health Training and Popular Education,,,,,,,,
Public Health,490B,Introduction to Bayesian Modeling,,,,,,,,
Public Health,490C,Introduction to Health Economics,,,,,,,,
Public Health,490D,Chronic Disease Epidemiology,,,,,,,,
Public Health,490E,Reproductive Epidemiology,,,,,,,,
Public Health,490EW,Epidemiology of Women's Health,,,,,,,,
Public Health,490F,Statistical Programming Using SAS,,,,,,,,
Public Health,490J,Reproductive Justice,,,,,,,,
Public Health,490KR,Epidemiologic Data Management & Analysis,,,,,,,,
Public Health,490P,Health Services Strategic Planning and Analysis,,,,,,,,
Public Health,490PK,Environmental Topics in Public Health,,,,,,,,
Public Health,490R,Introduction to Statistical Computing with R,,,,,,,,
Public Health,490S,Public Policy and Citizen Action,,,,,,,,
Public Health,490ST,"Telling Stories with Data: Statistics, Modeling, and Visualization",,,,,,,,
Public Health,490T,Interpreting Public Health Media Reports,,,,,,,,
Public Health,490W,"Water, Culture & Public Health",,,,,,,,
Public Health,491B,Seminar The Role of Religion in Public Health,,,,,,,,
Public Health,491D,Seminar Environmental Health in Developing Countries,,,,,,,,
Public Health,491G,Seminar Working for a Cause: Healthcare Nonprofits,,,,,,,,
Public Health,491J,Seminar Controlling the Chaos: Public Health Disasters and Epidemics,,,,,,,,
Public Health,494CI,Public Health Sciences Capstone,,,,,,,,
Public Health,497E,STGlobal Perspective on Women's Health,,,,,,,,
Public Health,497P,Special Topics Interpreting Public Health Media Reports,,,,,,,,
Public Health,497R,STResearch Ethics,,,,,,,,
Public Health,497S,Special Topics Introduction to Data Management for Research Studies,,,,,,,,
Public Health,499N,Honors Project Public Policy and Citizen Action,,,,,,,,
Public Health,499O,Honors Project Seminar  2nd Semester,,,,,,,,
Public Health,566,Radiation Instrumentation,,,,,,,,
Public Health,569,Laboratory Health & Safety Seminar,,,,,,,,
Public Health,571,Calculation Methods,,,,,,,,
Public Health,572,Industrial Hygiene Laboratory,,,,,,,,
Public Health,590A,Contaminant Fate and Transport in Aquatic Systems,,,,,,,,
Public Health,660,Issues in Environmental Health Policy and Law,,,,,,,,
Public Health,667,Environmental and Occupational Toxicology II,,,,,,,,
Public Health,672,Principles of Industrial Ventilation,,,,,,,,
Public Health,690C,Environment & Infectious Diseases,,,,,,,,
Public Health,690EE,Economic Evaluation of Health Care Programs and Services,,,,,,,,
Public Health,690G,Designing and Conducting Health Surveys,,,,,,,,
Public Health,690PA,Bureaucracy and Health in America: Management and Administration within Public Agencies,,,,,,,,
Public Health,691A,Seminar in Safety Engineering,,,,,,,,
Public Health,691GS,SGlobal Surveillance of Infectious Disease,,,,,,,,
Public Health,694A,SGambling and Public Health,,,,,,,,
Public Health,698,Practicum,,,,,,,,
Public Health,790B,Introduction to Injury Prevention and Control,,,,,,,,
Public Health,797,Special Topics,,,,,,,,
Public Health,891,SemResearch Seminar,,,,,,,,
,,,,,,,,,,
 Public Policy & Administration,110,Transforming Your World: Introduction to Community Engagement,,,,,,,,
 Public Policy & Administration,190A,"Water, Oil, and Blood: The Middle East in Global Policy",SB G,,,,,,,
 Public Policy & Administration,193E,"SeminarInequality in the U.S: Prisons, Schools and Jobs",,,,,,,,
 Public Policy & Administration,290N,Introduction to Public & Nonprofit Management,,,,,,,,
 Public Policy & Administration,296,Independent Study,,,,,,,,
 Public Policy & Administration,297P,Special Topics Public & Nonprofit Management,,,,,,,,
 Public Policy & Administration,320,Public Administration,,,,,,,,
 Public Policy & Administration,395S,"Seminar Rethinking Springfield: Growth, Inequality & the Next Economy",,,,,,,,
 Public Policy & Administration,397A,Special Topics Alternative Spring Break: Public Engagement & Social Justice,,,,,,,,
 Public Policy & Administration,397B,STIntroduction to GIS,,,,,,,,
